Restaurant Name,Rating,Cuisine,Average Price,Average Delivery Time,Safety Measure,Location,Is_Duplicate
Beyond The Slice,3.4,"Bakery,Desserts",100.0,43.0,Restaurant partner follows WHO protocol,Agra,False
Agarwal Sweets & Dairy,4.0,"Mithai,Street Food",100.0,51.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Curry Patta,4.2,"South Indian,Fast Food",200.0,47.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Daddy Plz Pizza,3.7,"Pizza,Fast Food",200.0,47.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Pind Balluchi,3.9,"North Indian,Mughlai,Chinese,Desserts",200.0,27.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Good Indian Home Food,4.1,"North Indian,Street Food,Beverages",200.0,45.0,Restaurant partner follows WHO protocol,Agra,False
Burger Chef,4.2,"Pizza,Burger,Sandwich,Wraps,Fast Food,Street Food,Beverages",200.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
GetAWay - Ice Creams & Desserts,4.3,"Ice Cream,Healthy Food,Desserts,Bakery",200.0,29.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Behrouz Biryani,4.3,"Biryani,Kebab,Hyderabadi,Lucknowi",200.0,26.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Biryani & Kebab by Zahid Foods,4.0,"North Indian,Biryani,Lebanese,Mughlai,Chinese,Desserts",200.0,29.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Momocult,4.2,"Fast Food,Chinese,Momos",200.0,38.0,Restaurant partner follows WHO protocol,Agra,False
Spicy Wonder,3.9,"North Indian,Fast Food,Chinese,Continental",200.0,36.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Barbeque Nation,4.0,"BBQ,North Indian,Biryani,Kebab,Continental,Chinese,Beverages,Desserts",200.0,39.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Anand Hi Anand,3.9,North Indian,200.0,31.0,Restaurant partner follows WHO protocol,Agra,False
V & S Maggie Point,3.6,Fast Food,100.0,39.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
South Story,3.3,South Indian,100.0,41.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Cake Shake And Cafe,3.6,"Bakery,Chinese,South Indian,Pizza,Fast Food,Street Food,Shake,Beverages",100.0,35.0,Restaurant partner follows WHO protocol,Agra,False
Om Restaurant,4.0,North Indian,100.0,27.0,Restaurant partner follows WHO protocol,Agra,False
The Urban Egg,3.9,"Rolls,Fast Food,Chinese,Sandwich,Beverages",100.0,36.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Berco's - If You Love Chinese,4.3,"Asian,Thai,Chinese,Momos,Seafood,Desserts,Beverages",100.0,27.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Starbucks Coffee,4.2,"Cafe,Coffee,Fast Food",100.0,35.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Cha Maska,4.1,"Fast Food,Street Food,Shake,Tea,Coffee,Beverages",100.0,34.0,Restaurant partner follows WHO protocol,Agra,False
Shree Ram Dhaba - Pure Veg,3.4,North Indian,100.0,36.0,Restaurant partner follows WHO protocol,Agra,False
Dear Shoppy,4.1,"Fast Food,Sichuan",100.0,42.0,Restaurant partner follows WHO protocol,Agra,False
Cheesy Bees,3.7,"Fast Food,Chinese,Italian,Pizza,Burger,Sandwich,Beverages",100.0,48.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Al Zameer Restaurant,3.9,"North Indian,Mughlai",100.0,22.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Grameen Kulfi,4.5,"Ice Cream,Desserts",100.0,21.0,Restaurant partner follows WHO protocol,Agra,False
Sweet Truth - Cake and Desserts,4.3,"Desserts,Bakery,Ice Cream",100.0,28.0,Restaurant partner follows WHO protocol,Agra,False
Oven Story Pizza - Standout Toppings,4.2,"Pizza,Fast Food",100.0,36.0,Restaurant partner follows WHO protocol,Agra,False
Anna Ka Dosa,3.7,South Indian,100.0,53.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Bhadawar Hotel,4.0,"Fast Food,North Indian",100.0,23.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Gupta Bakery & Sweet Shop,4.1,"Bakery,Fast Food",100.0,14.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Momozilla,3.9,"Momos,North Indian",100.0,36.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Cafe Coffee Day,3.9,"Cafe,Coffee,Tea,Fast Food,Desserts,Beverages,Sandwich,Shake",100.0,20.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Kings,3.5,"Burger,Sandwich,Rolls",100.0,39.0,Restaurant partner follows WHO protocol,Agra,False
Chopstix,4.3,"Chinese,Fast Food,Seafood",100.0,38.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Nawabi Foods,4.1,"Mughlai,North Indian,Kebab,Biryani",100.0,31.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Anand Foods,4.2,Bakery,100.0,25.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Dehaat City,3.8,"North Indian,Chinese,Mughlai,Salad,Momos,Fast Food,Street Food,Beverages",150.0,30.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
The Park Restaurant,4.1,"North Indian,Chinese,Continental,Mughlai,Beverages,Biryani",150.0,23.0,Restaurant partner follows WHO protocol,Agra,False
The Cake Hub,3.2,"Bakery,Desserts",150.0,32.0,Restaurant partner follows WHO protocol,Agra,False
Sai Food Corner,3.3,"Burger,Sandwich,Pizza,Fast Food,Bakery",150.0,50.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
D Lunch Time,4.3,North Indian,150.0,46.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Pape Ka Dhabha,4.4,"North Indian,Mughlai",150.0,26.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Rajshtani Home Food,3.8,Rajasthani,150.0,60.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Jenith Fast Food,4.0,"North Indian,South Indian,Continental",150.0,28.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sharma Pavitra Bhojnalya,3.7,North Indian,150.0,21.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Shri Bankey Bihari Ji Fast Food Corner,4.0,"North Indian,Street Food",150.0,33.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Lakshmi Vilas,4.2,"South Indian,Chinese,Tea,Shake,Desserts",150.0,22.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Shyam Ji Dubey Ji Ka Dhaba,3.7,"North Indian,Street Food",150.0,29.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Mama Mutton Chicken Bhandhar,3.3,North Indian,150.0,58.0,Restaurant partner follows WHO protocol,Agra,False
UBQ by Barbeque Nation,4.0,"BBQ,North Indian,Chinese,Street Food,Kebab,Beverages,Desserts",150.0,43.0,Restaurant partner follows WHO protocol,Agra,False
Mr Rice Box,3.5,"North Indian,Beverages,Biryani",150.0,46.0,Restaurant partner follows WHO protocol,Agra,False
Dreams Bakers Paradise,3.4,"Bakery,Burger,Pizza,Sandwich,Fast Food,Rolls,Pasta",150.0,40.0,Restaurant partner follows WHO protocol,Agra,False
Sips And Bites,4.1,"Sandwich,Burger,Pizza,Fast Food,Shake,North Indian",150.0,35.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
The Forest,3.6,"North Indian,Italian,Chinese",150.0,45.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Winni Cakes & More,3.5,"Bakery,Desserts,Pizza,Sandwich,Wraps,Pasta,Waffle,Beverages",150.0,42.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Tandoori Island,4.0,"North Indian,Chinese",150.0,50.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Chaat Le,3.6,"Street Food,Fast Food",150.0,41.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
MBA Chai Wala,3.6,"Tea,Shake,Beverages,Burger,Pizza,Fast Food,Street Food,Desserts",150.0,24.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
THK- Tomars Hygiene Kitchen,4.3,"North Indian,Biryani,Chinese",150.0,36.0,Restaurant partner follows WHO protocol,Agra,False
Dasaprakash - A South Indian Cafe,3.4,"South Indian,North Indian",150.0,32.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Dandigul Food Circle,3.7,"Biryani,South Indian,Chinese,Street Food",150.0,41.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Suraj Chowmein Bhandar And Egg Corner,3.5,"Chinese,Street Food",150.0,46.0,Restaurant partner follows WHO protocol,Agra,False
Havmor Havfunn Ice Cream,4.5,Ice Cream,150.0,30.0,Restaurant partner follows WHO protocol,Agra,False
Jain Cake Wakers,3.6,"Bakery,Fast Food,Rolls,Desserts,Beverages",150.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Rajendra Sweets Online,4.5,Mithai,150.0,30.0,Restaurant partner follows WHO protocol,Agra,False
Achman Foods,4.2,"North Indian,South Indian,Street Food,Desserts,Beverages",150.0,37.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Newcastle Cafe & Restaurant,3.7,"North Indian,Fast Food,Chinese,Kebab,Sushi,Seafood,Pizza,Pasta",150.0,52.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Hello Anna,4.1,"South Indian,Chinese,Fast Food,Street Food,Ice Cream,Shake",150.0,44.0,Restaurant partner follows WHO protocol,Agra,False
Dasaprakash,4.2,"South Indian,North Indian,Continental,Chinese,Beverages",150.0,30.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Farzi Rasoi,4.0,"North Indian,Chinese,Fast Food,Desserts",150.0,33.0,Restaurant partner follows WHO protocol,Agra,False
Wok,4.0,"Chinese,Asian,Sushi,Rolls",150.0,55.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Marwari Rasoi By Hotel Marwari,3.7,North Indian,150.0,20.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Freaky Burger,4.4,"Burger,Fast Food,Beverages,Pizza,Sandwich",150.0,48.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Tipsy Grill,3.7,"Burger,Fast Food,Desserts,Waffle,Beverages",150.0,37.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Why Not Momos,3.4,Momos,150.0,52.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",4.1,"Shake,Beverages,Desserts,Ice Cream,Waffle,Healthy Food",150.0,47.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sagra,3.9,Bakery,150.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sai Food Plaza,3.2,"Bakery,Pizza,Fast Food,Desserts",150.0,39.0,Restaurant partner follows WHO protocol,Agra,False
Anna Samrat Restaurant,3.7,"South Indian,North Indian,Chinese,Ice Cream,Beverages",150.0,38.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sams Ristorante Pizzeria,4.2,"Pizza,Burger,Fast Food",150.0,46.0,Restaurant partner follows WHO protocol,Agra,False
LOC - Lots Of Chicken,3.7,"North Indian,Mughlai,Biryani",150.0,44.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Rambabu Ke Parathe,4.1,North Indian,150.0,37.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sagra Bakers,4.3,"Bakery,Fast Food",150.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Babulal's,3.7,"Biryani,Sandwich,Street Food",150.0,29.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Ashoka Bar,4.2,North Indian,250.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Thali Company,4.0,"North Indian,Desserts",250.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Pizza Day,3.4,"Fast Food,Pizza,Burger,Shake",250.0,32.0,Restaurant partner follows WHO protocol,Agra,False
Agarwal Restaurant Sweets And Dairy,3.8,"North Indian,South Indian,Fast Food,Desserts,Chinese,Beverages",250.0,48.0,Restaurant partner follows WHO protocol,Agra,False
Cake Golden,3.1,Bakery,250.0,34.0,Restaurant partner follows WHO protocol,Agra,False
The Chef Thali Wala,3.7,North Indian,250.0,35.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Radha Krishna Ki Rasoi,4.2,"North Indian,Street Food",250.0,51.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Bansal Tiffin Centre,4.3,North Indian,250.0,36.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sonu Chowmein Center,3.7,"Fast Food,South Indian",250.0,26.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Shri Ram Restaurant Faluda Corner,4.3,"Fast Food,Desserts,North Indian,Chinese,South Indian,Beverages",250.0,29.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sub & Bites,4.1,"Italian,Fast Food,Beverages",250.0,35.0,Restaurant partner follows WHO protocol,Agra,False
Bhagwan Cake And Bake,3.5,"Bakery,Desserts",250.0,39.0,Restaurant partner follows WHO protocol,Agra,False
Bansal Sweets,4.1,Mithai,150.0,23.0,Restaurant partner follows WHO protocol,Agra,False
Punjabi Tadka Dhaba,3.7,North Indian,150.0,43.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Sadda Adda,3.7,"North Indian,Chinese,Fast Food,Desserts",150.0,35.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
The Royal Biryani By Jahanpanah,4.0,"Biryani,Kebab,North Indian",150.0,48.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Xero Degrees,4.2,"Cafe,Coffee,Beverages,Continental,Sandwich,Fast Food,Salad,Waffle",150.0,34.0,Restaurant partner follows WHO protocol,Agra,False
Siya Dhaba & Restaurant,4.0,North Indian,150.0,33.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Food Adda,3.9,"Burger,Pizza,Sandwich,Fast Food,Desserts,Beverages",150.0,48.0,Restaurant partner follows WHO protocol,Agra,False
Custom Bakery,3.7,"Bakery,Pizza,Momos",150.0,32.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Pizza Box,3.9,"Burger,Sandwich,Pizza,Fast Food,Street Food,Beverages",150.0,40.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Hyderabadi Dum Biryani Point,3.9,"Biryani,Chinese",150.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Bijee's Kitchen,4.1,North Indian,150.0,35.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
LunchBox - Meals and Thalis,4.2,North Indian,150.0,33.0,Restaurant partner follows WHO protocol,Agra,False
The Tasty Town,3.0,"North Indian,Pizza,Chinese,Street Food,Beverages",150.0,53.0,Restaurant partner follows WHO protocol,Agra,False
Munna Lal Sweets,3.8,Mithai,150.0,45.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Fat Boys Cafe,4.0,"Sandwich,Pizza,Fast Food,Chinese,Momos,Pancake,Shake,Beverages",150.0,28.0,Restaurant partner follows WHO protocol,Agra,False
Homey Meal Preeti's Kitchen,4.1,"Street Food,Fast Food,North Indian",150.0,45.0,Restaurant partner follows WHO protocol,Agra,False
Chaumos,,"North Indian,Chinese,Momos,Pasta,Sandwich,Burger,Rolls,Street Food",150.0,35.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
The Shankar Bakers,3.9,"Bakery,Beverages,Fast Food,Desserts",150.0,24.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Badnaam Bawarchi,3.7,"Chinese,Momos,Wraps,Sandwich,Salad,Fast Food,Street Food,Beverages",150.0,27.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Tiwari Bombay Food Court,4.0,"South Indian,Fast Food",150.0,50.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Chizza & Pizza,4.4,"Pizza,Burger,Sandwich,Fast Food",150.0,34.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
3C's Shake Time,4.0,"Shake,Coffee,Beverages,Burger",150.0,30.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Chennai Kings,4.2,"South Indian,Sandwich,Fast Food,Beverages,Desserts,Burger,Chinese",150.0,42.0,Restaurant partner follows WHO protocol,Agra,False
Harishankar Bhojnalaya,3.5,"North Indian,Street Food,Beverages",150.0,32.0,Restaurant partner follows WHO protocol,Agra,False
Cake Showroom,3.3,Bakery,300.0,41.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Chai Lodge,4.0,"Tea,Coffee,Fast Food,Pizza,Sandwich,Beverages",300.0,43.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Cake Crazy,2.9,Bakery,300.0,30.0,Restaurant partner follows WHO protocol,Agra,False
Chatora Station Restaurant,4.0,"North Indian,Chinese,Mughlai,Burger,Sandwich,Fast Food,Street Food,Beverages",300.0,26.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Soami's Rasoi,3.7,"North Indian,Chinese,Fast Food,South Indian",300.0,40.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Masala House,4.1,"North Indian,Kebab",300.0,44.0,Restaurant partner follows WHO protocol,Agra,False
Baskin Robbins - Ice Cream Desserts,4.4,"Ice Cream,Desserts,Beverages",300.0,31.0,Follows all Max Safety measures to ensure your food is safe,Agra,False
Jeetu Dhaba,4.0,"North Indian,Mughlai",300.0,36.0,Restaurant partner follows WHO protocol,Agra,False
Pind Balluchi,3.9,"Mughlai,North Indian",300.0,58.0,Restaurant partner follows WHO protocol,Agra,False
Thaliwala Pure Veg Restaurant,4.0,"North Indian,Chinese,Beverages",300.0,27.0,Restaurant partner follows WHO protocol,Agra,False
Shri Krishna Bhojanalaya,3.9,North Indian,300.0,37.0,Restaurant partner follows WHO protocol,Agra,False
The Food Junction Cafe & Restro,3.5,"Pizza,Burger,Fast Food,Street Food,Coffee,Shake,Beverages",300.0,35.0,Restaurant partner follows WHO protocol,Agra,False
